id,name,status,species,type,gender,origin,location,image,episode,url,created
598,Biblesaurus,Alive,Animal,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/598.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/598,2020-08-06T11:37:30.354Z
599,Birdperson,Alive,Alien,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/599.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/599,2020-08-06T11:39:56.623Z
600,Cats Fan,Alive,Alien,Soulless Puppet,Female,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/600.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/600,2020-08-06T11:40:42.974Z
601,Christmas Storyteller,Alive,Alien,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/601.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/601,2020-08-06T11:41:34.260Z
602,Cookies Guy,Alive,Human,Soulless Puppet,Male,"{'name': 'Morty’s Story', 'url': 'https://rickandmortyapi.com/api/location/99'}","{'name': 'Morty’s Story', 'url': 'https://rickandmortyapi.com/api/location/99'}",https://rickandmortyapi.com/api/character/avatar/602.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/602,2020-08-06T11:43:40.230Z
603,Crossy,Alive,unknown,Soulless Puppet,Genderless,"{'name': 'Ricks’s Story', 'url': 'https://rickandmortyapi.com/api/location/100'}","{'name': 'Ricks’s Story', 'url': 'https://rickandmortyapi.com/api/location/100'}",https://rickandmortyapi.com/api/character/avatar/603.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/603,2020-08-06T11:46:17.792Z
604,Female Scorpion,Dead,Animal,Soulless Puppet,Female,"{'name': 'Morty’s Story', 'url': 'https://rickandmortyapi.com/api/location/99'}","{'name': 'Morty’s Story', 'url': 'https://rickandmortyapi.com/api/location/99'}",https://rickandmortyapi.com/api/character/avatar/604.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/604,2020-08-06T11:48:01.937Z
605,Floaty Bloody Man’s Daughter,Dead,Human,Soulless Puppet,Female,"{'name': 'Tickets Please Guy Nightmare', 'url': 'https://rickandmortyapi.com/api/location/98'}","{'name': 'Tickets Please Guy Nightmare', 'url': 'https://rickandmortyapi.com/api/location/98'}",https://rickandmortyapi.com/api/character/avatar/605.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/605,2020-08-06T11:48:09.608Z
606,Goomby,Alive,Alien,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/606.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/606,2020-08-06T12:34:29.455Z
607,Hairspray Fan,Alive,Alien,Soulless Puppet,Female,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/607.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/607,2020-08-06T12:35:20.673Z
608,Jesus Christ,Alive,Human,Soulless Puppet,Male,"{'name': 'Ricks’s Story', 'url': 'https://rickandmortyapi.com/api/location/100'}","{'name': 'Ricks’s Story', 'url': 'https://rickandmortyapi.com/api/location/100'}",https://rickandmortyapi.com/api/character/avatar/608.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/608,2020-08-06T12:36:05.897Z
609,Josh,Dead,Human,Soulless Puppet,Male,"{'name': 'Tickets Please Guy Nightmare', 'url': 'https://rickandmortyapi.com/api/location/98'}","{'name': 'Tickets Please Guy Nightmare', 'url': 'https://rickandmortyapi.com/api/location/98'}",https://rickandmortyapi.com/api/character/avatar/609.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/609,2020-08-06T12:43:52.810Z
610,Josh's Sister,Dead,Human,Soulless Puppet,Female,"{'name': 'Tickets Please Guy Nightmare', 'url': 'https://rickandmortyapi.com/api/location/98'}","{'name': 'Tickets Please Guy Nightmare', 'url': 'https://rickandmortyapi.com/api/location/98'}",https://rickandmortyapi.com/api/character/avatar/610.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/610,2020-08-06T12:44:35.845Z
611,Leah,Alive,unknown,Soulless Puppet,Female,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/611.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/611,2020-08-06T12:47:45.761Z
612,Marcus,Alive,Human,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/612.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/612,2020-08-06T12:48:25.333Z
613,Mike Johnson,Alive,Human,Soulless Puppet,Male,"{'name': 'Morty’s Story', 'url': 'https://rickandmortyapi.com/api/location/99'}","{'name': 'Morty’s Story', 'url': 'https://rickandmortyapi.com/api/location/99'}",https://rickandmortyapi.com/api/character/avatar/613.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/613,2020-08-06T12:49:32.604Z
614,Mr. Celery & Friends,Alive,unknown,Soulless Puppet,Genderless,"{'name': 'Ricks’s Story', 'url': 'https://rickandmortyapi.com/api/location/100'}","{'name': 'Ricks’s Story', 'url': 'https://rickandmortyapi.com/api/location/100'}",https://rickandmortyapi.com/api/character/avatar/614.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/614,2020-08-06T12:51:12.254Z
615,Musical Fan,Alive,Alien,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/615.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/615,2020-08-06T12:52:20.880Z
616,Phantom of the Opera Fan,Alive,Alien,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/616.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/616,2020-08-06T12:52:54.712Z
617,Phoenixperson,Alive,Alien,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/617.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/617,2020-08-06T12:54:15.895Z
618,Private Smith,unknown,Human,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/618.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/618,2020-08-06T12:55:53.895Z
619,Professor Sanchez,Dead,Human,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/619.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/619,2020-08-06T12:56:56.606Z
620,Ramamama Lord,Alive,Human,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/620.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/620,2020-08-06T15:58:14.525Z
621,Ruth Bader Ginsburg,Alive,Human,Soulless Puppet,Female,"{'name': 'Morty’s Story', 'url': 'https://rickandmortyapi.com/api/location/99'}","{'name': 'Morty’s Story', 'url': 'https://rickandmortyapi.com/api/location/99'}",https://rickandmortyapi.com/api/character/avatar/621.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/621,2020-08-06T15:59:05.320Z
622,Sarge,Alive,Human,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/622.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/622,2020-08-06T15:59:44.277Z
623,Shrek The Musical Fan,Alive,Alien,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/623.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/623,2020-08-06T16:01:42.796Z
624,Snuffles,Alive,Animal,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/624.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/624,2020-08-06T16:03:17.291Z
625,Storylord,Alive,Human,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Ricks’s Story', 'url': 'https://rickandmortyapi.com/api/location/100'}",https://rickandmortyapi.com/api/character/avatar/625.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/625,2020-08-06T16:24:53.547Z
626,Tammy Guetermann,Alive,Human,Soulless Puppet,Female,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/626.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/626,2020-08-06T16:34:20.500Z
627,The Concept of Time,Alive,unknown,Soulless Puppet,Genderless,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/627.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/627,2020-08-06T16:35:31.655Z
628,Beth Smith,Alive,Human,Soulless Puppet,Female,"{'name': 'Morty’s Story', 'url': 'https://rickandmortyapi.com/api/location/99'}","{'name': 'Morty’s Story', 'url': 'https://rickandmortyapi.com/api/location/99'}",https://rickandmortyapi.com/api/character/avatar/628.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/628,2020-08-06T16:36:20.255Z
629,Summer Smith,Alive,Human,Soulless Puppet,Female,"{'name': 'Morty’s Story', 'url': 'https://rickandmortyapi.com/api/location/99'}","{'name': 'Morty’s Story', 'url': 'https://rickandmortyapi.com/api/location/99'}",https://rickandmortyapi.com/api/character/avatar/629.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/629,2020-08-06T16:37:48.051Z
630,Morty Smith,Alive,Human,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/630.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/630,2020-08-06T16:38:30.136Z
631,Rick Sanchez,Alive,Human,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/631.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/631,2020-08-06T16:39:08.485Z
632,Train Cop,Dead,Human,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/632.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/632,2020-08-06T16:39:50.056Z
633,Train Cops,Alive,Human,Soulless Puppet,Female,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/633.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/633,2020-08-06T16:40:54.181Z
634,Train Cops Instructor,Dead,Human,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/634.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/634,2020-08-06T16:42:42.455Z
635,Darth Poopybutthole,Alive,Poopybutthole,Soulless Puppet,Male,"{'name': 'Ricks’s Story', 'url': 'https://rickandmortyapi.com/api/location/100'}","{'name': 'Ricks’s Story', 'url': 'https://rickandmortyapi.com/api/location/100'}",https://rickandmortyapi.com/api/character/avatar/635.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/635,2020-08-06T16:43:46.757Z
636,Evil Morty,Alive,Human,Soulless Puppet,Male,"{'name': 'Ricks’s Story', 'url': 'https://rickandmortyapi.com/api/location/100'}","{'name': 'Ricks’s Story', 'url': 'https://rickandmortyapi.com/api/location/100'}",https://rickandmortyapi.com/api/character/avatar/636.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/636,2020-08-06T16:45:03.209Z
637,Morty’s Disguise,Alive,Human,Soulless Puppet,Female,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/637.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/637,2020-08-06T16:49:30.253Z
638,Rick’s Disguise,Alive,Human,Soulless Puppet,Male,"{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}","{'name': 'Story Train', 'url': 'https://rickandmortyapi.com/api/location/96'}",https://rickandmortyapi.com/api/character/avatar/638.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/638,2020-08-06T16:50:10.447Z
639,Uncle Nibbles,Dead,Alien,Soulless Puppet,Male,"{'name': 'Tickets Please Guy Nightmare', 'url': 'https://rickandmortyapi.com/api/location/98'}","{'name': 'Tickets Please Guy Nightmare', 'url': 'https://rickandmortyapi.com/api/location/98'}",https://rickandmortyapi.com/api/character/avatar/639.jpeg,['https://rickandmortyapi.com/api/episode/37'],https://rickandmortyapi.com/api/character/639,2020-08-06T16:51:23.084Z
640,Angry Glorzo,Dead,Alien,Glorzo,Male,"{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}","{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}",https://rickandmortyapi.com/api/character/avatar/640.jpeg,['https://rickandmortyapi.com/api/episode/38'],https://rickandmortyapi.com/api/character/640,2020-08-07T11:36:14.528Z
641,Bruce,Dead,Alien,Glorzo,Male,"{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}","{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}",https://rickandmortyapi.com/api/character/avatar/641.jpeg,['https://rickandmortyapi.com/api/episode/38'],https://rickandmortyapi.com/api/character/641,2020-08-07T11:37:06.351Z
642,Council of Glorzos Member,Dead,Alien,Glorzo,Male,"{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}","{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}",https://rickandmortyapi.com/api/character/avatar/642.jpeg,['https://rickandmortyapi.com/api/episode/38'],https://rickandmortyapi.com/api/character/642,2020-08-07T11:38:26.393Z
643,Council of Glorzos Member,Dead,Alien,Glorzo,Male,"{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}","{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}",https://rickandmortyapi.com/api/character/avatar/643.jpeg,['https://rickandmortyapi.com/api/episode/38'],https://rickandmortyapi.com/api/character/643,2020-08-07T11:39:06.237Z
644,Old Glorzo,Dead,Alien,Glorzo,Male,"{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}","{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}",https://rickandmortyapi.com/api/character/avatar/644.jpeg,['https://rickandmortyapi.com/api/episode/38'],https://rickandmortyapi.com/api/character/644,2020-08-07T11:40:03.124Z
645,Shane,unknown,Alien,Glorzo,Male,"{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}","{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}",https://rickandmortyapi.com/api/character/avatar/645.jpeg,['https://rickandmortyapi.com/api/episode/38'],https://rickandmortyapi.com/api/character/645,2020-08-07T11:40:51.282Z
646,Steve,Dead,Alien,Glorzo,Male,"{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}","{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}",https://rickandmortyapi.com/api/character/avatar/646.jpeg,['https://rickandmortyapi.com/api/episode/38'],https://rickandmortyapi.com/api/character/646,2020-08-07T11:41:34.032Z
647,Troy,Dead,Alien,Glorzo,Male,"{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}","{'name': 'Glorzo Asteroid', 'url': 'https://rickandmortyapi.com/api/location/101'}",https://rickandmortyapi.com/api/character/avatar/647.jpeg,['https://rickandmortyapi.com/api/episode/38'],https://rickandmortyapi.com/api/character/647,2020-08-07T11:42:14.362Z
648,Crystal Dealers Boss,Dead,Alien,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Alien Acid Plant', 'url': 'https://rickandmortyapi.com/api/location/102'}",https://rickandmortyapi.com/api/character/avatar/648.jpeg,['https://rickandmortyapi.com/api/episode/39'],https://rickandmortyapi.com/api/character/648,2020-08-13T10:09:21.278Z
649,Crystal Dealer,Dead,Alien,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Alien Acid Plant', 'url': 'https://rickandmortyapi.com/api/location/102'}",https://rickandmortyapi.com/api/character/avatar/649.jpeg,['https://rickandmortyapi.com/api/episode/39'],https://rickandmortyapi.com/api/character/649,2020-08-13T10:10:01.602Z
650,Crystal Dealer,Dead,Alien,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Alien Acid Plant', 'url': 'https://rickandmortyapi.com/api/location/102'}",https://rickandmortyapi.com/api/character/avatar/650.jpeg,['https://rickandmortyapi.com/api/episode/39'],https://rickandmortyapi.com/api/character/650,2020-08-13T10:10:33.026Z
651,Crystal Dealer,Dead,Alien,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Alien Acid Plant', 'url': 'https://rickandmortyapi.com/api/location/102'}",https://rickandmortyapi.com/api/character/avatar/651.jpeg,['https://rickandmortyapi.com/api/episode/39'],https://rickandmortyapi.com/api/character/651,2020-08-13T10:11:00.473Z
652,SWAT Officer,Dead,Human,,Male,"{'name': 'Merged Universe', 'url': 'https://rickandmortyapi.com/api/location/103'}","{'name': 'Merged Universe', 'url': 'https://rickandmortyapi.com/api/location/103'}",https://rickandmortyapi.com/api/character/avatar/652.jpeg,['https://rickandmortyapi.com/api/episode/39'],https://rickandmortyapi.com/api/character/652,2020-08-13T10:16:47.618Z
653,Plane Crash Survivor,unknown,Human,,Female,"{'name': 'Near-Duplicate Reality', 'url': 'https://rickandmortyapi.com/api/location/104'}","{'name': 'Near-Duplicate Reality', 'url': 'https://rickandmortyapi.com/api/location/104'}",https://rickandmortyapi.com/api/character/avatar/653.jpeg,['https://rickandmortyapi.com/api/episode/39'],https://rickandmortyapi.com/api/character/653,2020-08-13T11:16:21.997Z
654,Plane Crash Survivor,unknown,Human,,Male,"{'name': 'Near-Duplicate Reality', 'url': 'https://rickandmortyapi.com/api/location/104'}","{'name': 'Near-Duplicate Reality', 'url': 'https://rickandmortyapi.com/api/location/104'}",https://rickandmortyapi.com/api/character/avatar/654.jpeg,['https://rickandmortyapi.com/api/episode/39'],https://rickandmortyapi.com/api/character/654,2020-08-13T11:17:08.527Z
655,Heroine Keith,Alive,Human,,Male,"{'name': 'Near-Duplicate Reality', 'url': 'https://rickandmortyapi.com/api/location/104'}","{'name': 'Merged Universe', 'url': 'https://rickandmortyapi.com/api/location/103'}",https://rickandmortyapi.com/api/character/avatar/655.jpeg,['https://rickandmortyapi.com/api/episode/39'],https://rickandmortyapi.com/api/character/655,2020-08-13T11:17:47.228Z
656,Impervious to Acid SWAT Officer,Dead,Human,,Male,"{'name': 'Merged Universe', 'url': 'https://rickandmortyapi.com/api/location/103'}","{'name': 'Merged Universe', 'url': 'https://rickandmortyapi.com/api/location/103'}",https://rickandmortyapi.com/api/character/avatar/656.jpeg,['https://rickandmortyapi.com/api/episode/39'],https://rickandmortyapi.com/api/character/656,2020-08-13T11:20:20.047Z
657,Johnny Carson,Alive,Human,,Male,"{'name': 'Merged Universe', 'url': 'https://rickandmortyapi.com/api/location/103'}","{'name': 'Merged Universe', 'url': 'https://rickandmortyapi.com/api/location/103'}",https://rickandmortyapi.com/api/character/avatar/657.jpeg,['https://rickandmortyapi.com/api/episode/39'],https://rickandmortyapi.com/api/character/657,2020-08-13T11:21:32.236Z
658,Sonia Sotomayor,Alive,Human,,Female,"{'name': 'Merged Universe', 'url': 'https://rickandmortyapi.com/api/location/103'}","{'name': 'Merged Universe', 'url': 'https://rickandmortyapi.com/api/location/103'}",https://rickandmortyapi.com/api/character/avatar/658.jpeg,['https://rickandmortyapi.com/api/episode/39'],https://rickandmortyapi.com/api/character/658,2020-08-13T11:23:00.414Z
659,Morty’s Father-in-law,Alive,Human,,Male,"{'name': 'Near-Duplicate Reality', 'url': 'https://rickandmortyapi.com/api/location/104'}","{'name': 'Near-Duplicate Reality', 'url': 'https://rickandmortyapi.com/api/location/104'}",https://rickandmortyapi.com/api/character/avatar/659.jpeg,['https://rickandmortyapi.com/api/episode/39'],https://rickandmortyapi.com/api/character/659,2020-08-13T11:23:55.003Z
660,Morty’s Mother-in-law,Alive,Human,,Female,"{'name': 'Near-Duplicate Reality', 'url': 'https://rickandmortyapi.com/api/location/104'}","{'name': 'Near-Duplicate Reality', 'url': 'https://rickandmortyapi.com/api/location/104'}",https://rickandmortyapi.com/api/character/avatar/660.jpeg,['https://rickandmortyapi.com/api/episode/39'],https://rickandmortyapi.com/api/character/660,2020-08-13T11:25:50.784Z
661,Morty’s Girlfriend,Alive,Human,,Female,"{'name': 'Near-Duplicate Reality', 'url': 'https://rickandmortyapi.com/api/location/104'}","{'name': 'Merged Universe', 'url': 'https://rickandmortyapi.com/api/location/103'}",https://rickandmortyapi.com/api/character/avatar/661.jpeg,['https://rickandmortyapi.com/api/episode/39'],https://rickandmortyapi.com/api/character/661,2020-08-13T11:27:29.357Z
662,Gaia,Alive,unknown,Planet,Female,"{'name': 'Gaia', 'url': 'https://rickandmortyapi.com/api/location/106'}","{'name': 'Gaia', 'url': 'https://rickandmortyapi.com/api/location/106'}",https://rickandmortyapi.com/api/character/avatar/662.jpeg,['https://rickandmortyapi.com/api/episode/40'],https://rickandmortyapi.com/api/character/662,2020-08-13T11:43:23.485Z
663,Reggie,Dead,Mythological Creature,Zeus,Male,"{'name': 'Mount Olympus', 'url': 'https://rickandmortyapi.com/api/location/90'}","{'name': 'Gaia', 'url': 'https://rickandmortyapi.com/api/location/106'}",https://rickandmortyapi.com/api/character/avatar/663.jpeg,['https://rickandmortyapi.com/api/episode/40'],https://rickandmortyapi.com/api/character/663,2020-08-13T12:17:15.344Z
664,Ticktock,unknown,Humanoid,Clay-Person,Genderless,"{'name': 'Gaia', 'url': 'https://rickandmortyapi.com/api/location/106'}","{'name': 'Gaia', 'url': 'https://rickandmortyapi.com/api/location/106'}",https://rickandmortyapi.com/api/character/avatar/664.jpeg,['https://rickandmortyapi.com/api/episode/40'],https://rickandmortyapi.com/api/character/664,2020-08-13T12:36:16.345Z
665,Florflock,Alive,Humanoid,Clay-Person,Genderless,"{'name': 'Gaia', 'url': 'https://rickandmortyapi.com/api/location/106'}","{'name': 'Gaia', 'url': 'https://rickandmortyapi.com/api/location/106'}",https://rickandmortyapi.com/api/character/avatar/665.jpeg,['https://rickandmortyapi.com/api/episode/40'],https://rickandmortyapi.com/api/character/665,2020-08-13T12:37:08.881Z
666,Squeeb,Alive,Humanoid,Clay-Person,Genderless,"{'name': 'Gaia', 'url': 'https://rickandmortyapi.com/api/location/106'}","{'name': 'Gaia', 'url': 'https://rickandmortyapi.com/api/location/106'}",https://rickandmortyapi.com/api/character/avatar/666.jpeg,['https://rickandmortyapi.com/api/episode/40'],https://rickandmortyapi.com/api/character/666,2020-08-13T12:37:51.742Z
667,Defiance Beth,Alive,Human,Clone,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/667.jpeg,"['https://rickandmortyapi.com/api/episode/41', 'https://rickandmortyapi.com/api/episode/43']",https://rickandmortyapi.com/api/character/667,2020-08-13T12:48:55.885Z
668,Defiance Squanchette,Alive,Alien,Cat-Person,Female,"{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}","{'name': ""Defiance's Ship"", 'url': 'https://rickandmortyapi.com/api/location/107'}",https://rickandmortyapi.com/api/character/avatar/668.jpeg,['https://rickandmortyapi.com/api/episode/41'],https://rickandmortyapi.com/api/character/668,2020-08-13T12:52:36.873Z
